0,0,0,1
0,0,0,1
0,3.378783493,1,1
0,3.54248125,2,0
0,4.096439345,2,0
0,2.521640636,0,0
0,3.681880803,1,0
3.506890596,4.512054891,2,0
1.921928095,5.059243909,1,0
1.921928095,5.084560364,1,0
1.921928095,2.622847358,1,0
0,4.061768796,1,1
0,2.521640636,0,1
0,3.970573096,1,1
0,3.121928095,0,0
0,5.322623664,0,0
0,4.218986594,2,0
0,3.418295834,0,0
0,3.155639062,1,0
0,3.121928095,0,0
2.317531058,4.251347735,0,0
0,3.182005815,0,1
2.418295834,4.675698135,0,1
2.913977073,3.980169408,3,0
2.947702779,4.021928095,0,0
2.75,3.970175521,0,0
2.281036113,3.821928095,0,0
0,3.521640636,1,1
0,3.75,0,1
5.502539857,5.630153445,0,1
1.836116409,4.502876282,1,0
0,3.321928095,0,0
0,4.665771032,0,0
0,3.616874606,1,0
3.410285139,4.962822441,0,0
3.501087779,4.97569771,0,0
2.664221866,4.742626623,1,1
3.337175341,4.36485766,0,1
0,3.869331261,1,1
0,3.84950448,3,0
0,4.064917484,2,0
0,4.250571945,2,0
0,3.826874882,1,0
0,3.521640636,1,0
0,3.219528282,0,1
0,3.324862958,0,0
0,4.164497779,1,0
0,4.726147703,2,0
0,5.100429484,3,0
0,0,0,0
0,3.030639062,1,0
0,3.546593564,0,0
0,3.75,1,0
0,3.546593564,1,0
0,3.664497779,0,0
0,3.546593564,0,1
2.321928095,4.208966083,0,1
4.722966879,5.58228421,0,0
4.551462154,5.52128437,0,0
4.60078604,4.632750372,1,1
3.611415978,4.95919247,0,0
2.55722532,4.79860459,1,0
3.046696581,5.302939931,1,0
0,3.683542362,1,0
0,3.584962501,0,0
0,5.210456347,2,0
1.729715809,4.4548224,1,0
0,5.563679569,1,1
3.842785877,4.527934278,0,0
3.849448164,4.597178792,0,0
0,3.277613437,0,0
2.709361454,5.098631761,0,0
3.086133769,4.807436887,0,0
4.746239189,4.805796544,0,1
0,1.646815603,0,0
0,2.75,0,0
2.504080733,4.870047904,3,0
2.940240348,5.978430981,3,0
2.774116067,5.566435659,2,0
0,3.734521665,1,0
0,4.037401198,1,0
0,3.546593564,0,0
0,3.459431619,0,0
0,0,0,0
0,3.577819531,1,1
0,2.872905595,-1,0
0,3.750464707,2,0
0,0,0,1
0,2.521782222,1,0
0,3.277613437,0,0
0,3.640223929,0,0
0,4.574426152,2,0
0,4.386839297,2,0
0,3.121928095,0,1
0,3.180832987,0,1
0,4.302449863,0,0
3.300559092,4.354852074,0,0
1.402818218,4.77202434,5,0
2.52646031,5.498593413,2,0
0,0,0,1
0,3.238901257,1,1
0,3.627300963,4,0
0,3.584962501,0,1
0,3.664497779,0,0
0,3.546593564,0,0
3.936180434,4.766624569,0,0
3.095795255,4.450212065,0,0
0,1,0,0
0,3.277613437,0,0
3.757611964,5.418722908,0,1
0,4.368522528,0,0
0,4.368522528,0,0
3.410417253,4.211744091,0,1
0,3.664497779,0,0
0,3.121928095,0,0
0,0,0,0
0,0,0,0
0,3.085055103,1,0
0,4.1631356,1,1
0,3.957373655,0,1
0,4.342523671,1,1
0,4.528734194,0,1
0,3.961713462,0,1
3.332429282,4.498317185,0,0
0,3.584962501,0,0
1.77060732,4.748548855,0,0
3.332429282,4.450195892,0,0
3.258355207,4.39355843,0,0
3.365636576,4.451608494,0,0
3.452912178,4.874686204,1,0
2.560587771,4.28627522,0,0
0,3.75,1,1
0,0,0,1
0,3.378783493,1,0
0,3.621928095,1,1
0,4.568465631,0,1
2.40825785,4.95670484,0,1
0,0,0,1
3.915921768,4.893950878,0,1
0,4.894402174,5,0
3.536886724,4.323231429,0,0
1.940642698,4.371538164,2,0
0,4.304257026,0,1
3.678858241,4.748705712,0,1
3.944082653,5.248281116,1,0
2.561461213,4.290266336,1,1
0,3.46132014,1,0
0,4.136842188,1,0
0,0,0,0
2.442985948,5.132217151,0,1
0,4.652421152,2,0
1.315900926,4.909208432,1,1
2.285893613,5.211901771,1,1
0,3.251629167,0,1
0,0,0,0
0,3.787143961,1,1
0,3.616874606,1,0
0,2.721928095,1,0
0,3.378783493,1,0
0,3.419381946,2,0
0,4.817052925,0,1
0,0,0,0
0,5.260280349,0,0
1.584962501,4.011365042,1,1
1.659068211,4.695216483,1,1
0,3.697845823,2,1
0,0,0,0
2.725480557,3.911306146,2,0
0,3.459431619,0,0
0,3.503258335,1,1
0,3.921938246,1,1
0,5.221928095,0,1
2.261273526,5.07130687,1,0
0,0,0,1
2.341182848,4.482289237,0,1
1.43503155,4.665791349,2,1
0,0,0,1
1.506183919,4.900787862,0,1
0,3.378783493,1,1
0,3.521640636,1,1
3.745670873,5.035212109,0,1
2.724614537,4.793363847,1,1
4.802529763,5.080826531,0,1
0,1,0,0
0,4.862575938,0,0
0,284.64,0,0
0,3.189898095,1,1
0,4.05366069,1,1
0,4.05366069,1,1
3.121928095,4.203538242,0,1
0,4.147564332,1,1
0,4.074053333,1,1
2.153445298,4.30396897,0,1
0,3.965583936,0,1
1.777305336,4.850193518,0,1
0,1,0,1
2.725480557,3.614369446,0,1
2,4.294246013,1,1
0,3.546593564,0,1
0,2.725480557,0,1
2.75,4.271370634,1,1
0,0,0,0
0,0,0,1
0,3.459431619,0,1
4.05366069,4.318867932,0,0
0,4.280394654,1,1
0,4.280394654,1,1
0,4.280394654,1,1
0,4.181786496,1,0
0,0,0,0
0,0,0,1
0,2.521640636,1,1
0,3.4548224,1,1
